# 3D Systems, Inc.
# New Model
-50.3481105 -29.6916105 -87.4151140
-50.4972711 -31.7440331 -88.5013193
-50.5461507 -31.5922350 -89.0141428
-50.3230356 -35.3571586 -81.3552216
-50.6154038 -29.7821295 -81.7022696
-51.0138571 -27.5535472 -87.3656124
-50.4836813 -28.5313558 -86.8165642
-50.3543802 -34.0853855 -85.4512155
59.2292175 -2.8871158 30.8005959
59.6553981 -2.9043537 30.2940384
59.4589226 -2.5739097 30.5582974
-50.5498648 -31.5742530 -81.2412575
-50.6078042 -30.4506477 -86.0293284
-50.4395254 -29.1381739 -81.7272142
-50.3654294 -29.1949138 -84.9572867
-50.4559986 -29.7749992 -86.5140036
-50.4476801 -30.1232729 -86.3704085
-50.2465777 -33.5741863 -83.6664662
-50.5447276 -32.6506495 -83.8141441
-50.2806529 -33.0575965 -83.7610811
-51.1221327 -27.6386682 -87.9071131
-50.1840003 -34.1049992 -83.5470036
-50.4477546 -30.8454763 -81.2561214
-50.2925850 -31.9504179 -84.0323046
-50.3366068 -32.1523398 -88.6201262
-50.2010919 -32.3447920 -88.2378072
-50.3973775 -31.7871980 -88.1640539
52.0786755 -48.8517657 28.9975386
52.0332456 -48.3742468 28.4706112
51.8551767 -48.2883006 29.0806182
-50.4031479 -27.4502635 -82.3749080
-50.6743304 -27.1600783 -82.7817470
-50.2260663 -38.2563397 -83.1176341
-50.2855629 -37.8482156 -83.1278265
-50.3778569 -31.1475117 -86.0268548
-50.3213070 -34.5755368 -81.0682625
-50.2907448 -30.7931453 -84.3555331
-50.1216985 -31.3062482 -84.2527747
-50.2215177 -32.6117538 -85.8138427
-49.8777032 -33.4171988 -85.9277025
-50.3882952 -31.9198556 -85.8155340
-50.4478030 -37.0028652 -83.7264508
-49.8786382 -39.3578708 -83.4758878
-49.2260009 -40.0100015 -83.8499963
-50.1695909 -32.6583050 -88.5626450
-50.2343699 -32.3945954 -88.7808949
-50.4352786 -30.3538125 -84.4334811
