# 3D Systems, Inc.
# New Model
-55.6218661 -31.7215472 -81.5504119
-55.5290133 -25.8220863 -80.4912746
-55.7917617 -24.0952075 -83.6533755
-55.9430011 -25.9969998 -83.2550004
-55.5830002 -26.0530002 -83.6329982
-55.5325672 -25.5423635 -83.8277042
-55.4805733 -30.7114385 -83.0872282
-55.2657694 -31.1780162 -83.0456316
-55.3859398 -31.5162987 -82.7704296
-55.4987676 -29.8123769 -80.5384591
-55.8100007 -30.7369996 -81.7240030
-55.4354079 -30.6957588 -80.8705539
64.0956312 -8.0607384 6.3329646
63.8803318 -7.7719186 6.7729587
63.2340685 -7.9440167 6.7274254
63.4683371 -5.7621906 7.4024084
63.0569309 -5.5475030 6.9391080
63.5248795 -5.2662552 7.1010059
-55.6018613 -29.4262059 -83.1462368
-55.6598306 -28.7822355 -80.3904310
-55.5167012 -29.1708093 -80.3151205
-55.4762222 -23.8804668 -80.9890106
-55.9110008 -26.6810004 -83.2300037
-55.5534624 -30.0863255 -83.1424817
50.3862314 -48.9904322 -29.5995716
50.5280755 -49.0935221 -29.6539534
50.2322614 -48.9364676 -29.7109112
-55.5668846 -24.5488398 -83.8945955
-55.6246899 -24.3366007 -83.8320926
-55.5641316 -28.2575134 -80.2743137
-55.8269992 -28.6960006 -81.9640011
-55.8819994 -29.3729994 -81.9270015
-55.3286038 -29.2842258 -81.9941610
-55.2509986 -30.1089995 -82.0309967
-55.4432608 -31.4473361 -81.1610520
-55.1803932 -30.3607732 -80.3581923
-55.1325381 -31.3367359 -80.7681680
-55.0107807 -30.8879931 -80.4085061
-55.3712472 -27.5605880 -80.1173002
-55.7649992 -28.0239992 -82.1319968
-55.1463589 -28.7176371 -82.0645168
-55.4820001 -31.4439982 -81.6830024
50.4151173 -48.9012375 -29.4475555
-55.2083552 -26.6678017 -80.0455809
-55.0613701 -28.0576553 -82.2170600
50.3387749 -49.1137989 -29.9950354
-55.6950010 -27.8539993 -83.1789970
-55.7629988 -27.3739994 -83.1980035
-55.3808771 -27.4182856 -83.5554004
-55.6159988 -26.7169997 -83.4880024
-55.5795431 -25.0147488 -83.8962123
-55.4815121 -25.2351537 -83.9427859
-55.2080683 -25.8170236 -80.1786557
-55.1595017 -28.2911938 -83.6122110
-55.2965365 -29.0018097 -83.4280625
-55.2070588 -29.2966627 -80.0385773
-55.0370626 -29.8804566 -80.0243542
-54.9849793 -27.0718988 -82.5097114
-54.8903160 -27.5707319 -82.3654458
-55.3397499 -28.7422836 -80.0733566
-55.5780008 -26.0090008 -82.6670006
-54.9326800 -26.4811423 -82.6681554
-55.4397032 -24.8031262 -83.9671418
-55.4108880 -25.0606220 -83.9938372
-55.1027060 -25.0659715 -80.2331194
-55.2521721 -26.7618224 -83.7969407
-54.8102595 -33.9468755 -82.0067823
-54.8737720 -34.5145799 -82.2615772
-55.2162044 -26.1302497 -83.9863271
-54.9269095 -25.8334316 -82.8644931
-55.1837496 -29.5537710 -83.4634006
-54.9372360 -33.3217159 -81.8022117
-55.0853088 -30.1712304 -83.4330320
-55.0297908 -25.1737330 -83.0768496
48.1152236 -47.8323400 -14.7235915
47.9986928 -47.8829034 -14.9075221
47.8807352 -47.7610044 -14.7207575
-55.4734617 -31.5348133 -81.1283961
-55.1379956 -23.9530504 -80.6061700
-55.1966950 -23.3537070 -80.8876455
-55.3814992 -24.6671177 -83.9428008
-55.4923899 -24.4825762 -83.8831738
-54.9693741 -24.3984219 -80.2716613
-55.0324172 -30.7047665 -83.3415315
-55.0864860 -32.4810632 -81.5550685
-54.7796674 -32.8628458 -81.5546140
48.3997986 -47.0460355 -13.6856409
48.0532832 -46.9639450 -13.6652449
48.3426116 -46.7931516 -13.4051526
-54.7925495 -30.4615255 -79.9935833
-55.1027171 -28.1711686 -79.8370093
-55.1376119 -25.5925488 -84.1121450
-55.2592799 -24.3647080 -83.3864138
-55.2215464 -24.6061906 -83.2682773
-55.2453548 -24.7631241 -83.1451491
-55.2601367 -32.0536010 -81.4297125
-54.9609736 -31.7309126 -80.9072033
-54.8351444 -31.2613994 -80.4395601
-54.5792989 -31.6327028 -80.5484876
-54.9834408 -31.9995470 -81.1721385
-54.8318923 -27.4905842 -84.0379298
-54.5048453 -31.0888961 -80.0891966
-55.1263392 -24.3976489 -83.5564137
69.0322295 -7.1837800 5.8839917
69.0102652 -7.1653388 5.9571750
68.9696893 -7.1220049 5.9070308
-54.9361445 -31.6006355 -82.9379261
-54.8171028 -32.0378616 -82.6004148
55.8028705 25.0170678 -8.8978084
55.7976812 24.6931706 -8.9600459
55.4780997 24.8346161 -9.2706690
-54.9650006 -32.1869999 -82.3120028
-54.9479909 -32.2712101 -81.3591108
48.9499308 -48.4648161 -17.1557963
49.1225533 -48.6207381 -16.8369412
49.1813049 -48.6729890 -17.1044171
-55.1904403 -25.0208974 -84.0792358
-54.8250973 -29.3845180 -79.6697214
-54.6157248 -29.9354866 -79.6037316
-54.9491085 -28.7945773 -79.7113776
-54.8334904 -26.7021637 -84.1951370
-54.9351834 -26.1537414 -84.2137784
-54.9205542 -24.7008558 -83.5340843
-55.0403818 -24.4792290 -83.5642740
-54.6069779 -29.5534730 -82.0119753
-55.3099997 -30.7829995 -81.9180012
-54.5911565 -30.4174256 -81.9145739
-54.6539985 -31.0410000 -81.7959979
-55.2165657 -24.6479344 -83.8859826
-55.3960092 -24.5319661 -83.8913098
-49.2668189 -20.7788739 -68.7665567
-49.7866757 -20.8323952 -69.1175684
-49.7264490 -21.1220440 -68.6100051
48.8274358 -39.8794115 -8.5326554
48.9179939 -39.1494483 -8.7368535
48.9036068 -39.5846777 -7.9134386
-48.2577868 -20.3602556 -69.2019910
-49.0075722 -20.6269771 -69.4459826
-48.7636551 -20.4435922 -68.8075721
-54.7460951 -31.0518518 -83.3695754
-54.4274338 -31.4691253 -83.3327025
-54.3913320 -31.9383815 -82.9914063
-54.9596511 -29.0401597 -83.6965591
-54.7751114 -27.4258293 -79.5438513
-54.8385754 -26.0733422 -79.7544792
-54.6980985 -25.4262481 -79.7211155
-54.7431260 -29.5537673 -83.7755501
-54.2635210 -30.5402763 -79.5377716
-54.7985956 -23.8937885 -80.2462026
-54.8416451 -23.5105958 -80.4407373
-54.6006933 -26.5274122 -79.4346705
-54.4006974 -28.7103057 -82.1535960
-54.5584746 -30.3234123 -83.7163776
-54.5671284 -28.8948696 -84.0066299
-54.4441342 -28.2587390 -84.1977894
-54.5156226 -27.9874653 -82.3030993
-54.7985062 -26.0049049 -84.3203962
-54.8888519 -25.4419018 -84.2157304
-54.7827184 -25.7838126 -84.3085870
-53.5899997 -35.7289985 -83.0150023
-54.5068905 -35.7768834 -82.7508047
-54.3521345 -36.3375619 -82.9367414
-54.6642430 -24.7316826 -79.8408315
62.0087385 -4.3238937 -1.6007541
61.9083270 -4.6104989 -1.3128611
62.3929948 -4.5328983 -1.4362771
-54.7563098 -32.4929468 -81.3635960
-54.2160124 -26.9256104 -82.7554092
-54.5559265 -27.3668598 -82.4829936
-54.7310002 -32.3630013 -82.2940022
-54.2856082 -34.4317034 -82.1012333
-53.5559990 -34.6929990 -82.1529999
-53.6029451 -35.2234058 -82.5933442
-54.5806773 -28.9421417 -79.3564320
-54.5004718 -29.4591878 -79.3454871
-54.4738770 -26.2607206 -82.9128325
-54.5691326 -24.1100620 -79.9005181
-54.6231493 -28.2680225 -79.3728605
-54.6846762 -26.3596959 -84.3671635
-54.4037670 -25.7635172 -83.2556635
-54.4857867 -23.4197844 -80.0274536
-54.1948192 -33.3970115 -81.5795884
-54.4951223 -27.2305254 -84.3595341
-54.2843714 -27.7817231 -84.4126120
-54.3866642 -26.7859828 -84.4827369
-54.8672043 -25.0001084 -83.3478048
-54.6885245 -25.3173802 -83.2839981
-54.5316860 -27.6449267 -82.3950171
-54.1644506 -29.8384447 -79.1070610
65.2821288 -1.9132746 15.5959707
65.0467500 -1.5957608 15.5489594
